from,to,twt_count,flwrs_count,ret_cnt,max_flwrs,date-hr,hr
2015-01-15-16-23-55,2015-01-15-16-24-55,1,199,7,199,2015-01-15-16,16
2015-01-16-20-21-37,2015-01-16-20-22-37,7,18180,72,14335,2015-01-16-20,20
2015-01-17-01-29-12,2015-01-17-01-30-12,1,363,2,363,2015-01-17-01,01
2015-01-17-04-01-44,2015-01-17-04-02-44,2292,29081950,5043,4552529,2015-01-17-04,04
2015-01-17-04-55-39,2015-01-17-04-56-39,494,4623876,950,951322,2015-01-17-04,04
2015-01-17-05-00-44,2015-01-17-05-01-44,2,2096,2,1084,2015-01-17-05,05
2015-01-17-05-02-54,2015-01-17-05-03-54,1,58,1,58,2015-01-17-05,05
2015-01-17-05-06-19,2015-01-17-05-07-19,1,1673,1,1673,2015-01-17-05,05
2015-01-17-05-14-43,2015-01-17-05-15-43,2,7043,6,6907,2015-01-17-05,05
2015-01-17-05-18-24,2015-01-17-05-19-24,1,325,1,325,2015-01-17-05,05
2015-01-17-05-27-21,2015-01-17-05-28-21,1,317,1,317,2015-01-17-05,05
2015-01-17-05-37-15,2015-01-17-05-38-15,1,242,1,242,2015-01-17-05,05
2015-01-17-05-43-18,2015-01-17-05-44-18,1,190,1,190,2015-01-17-05,05
2015-01-17-05-58-10,2015-01-17-05-59-10,2,68746,4,67426,2015-01-17-05,05
2015-01-17-06-00-32,2015-01-17-06-01-32,3,200832,7,195432,2015-01-17-06,06
2015-01-17-06-07-10,2015-01-17-06-08-10,1,76,1,76,2015-01-17-06,06
2015-01-17-06-08-32,2015-01-17-06-09-32,2,1645,2,1158,2015-01-17-06,06
2015-01-17-06-09-58,2015-01-17-06-10-58,2,2518,4,2291,2015-01-17-06,06
2015-01-17-06-11-54,2015-01-17-06-12-54,1,21401,9,21401,2015-01-17-06,06
2015-01-17-06-14-35,2015-01-17-06-15-35,1,389,2,389,2015-01-17-06,06
2015-01-17-06-16-22,2015-01-17-06-17-22,1,316,3,316,2015-01-17-06,06
2015-01-17-06-19-01,2015-01-17-06-20-01,1,389,4,389,2015-01-17-06,06
2015-01-17-06-22-45,2015-01-17-06-23-45,1,2603,2,2603,2015-01-17-06,06
2015-01-17-06-26-37,2015-01-17-06-27-37,1,8657,2,8657,2015-01-17-06,06
2015-01-17-06-30-57,2015-01-17-06-31-57,1,1017,1,1017,2015-01-17-06,06
2015-01-17-06-42-00,2015-01-17-06-43-00,1,185,1,185,2015-01-17-06,06
2015-01-17-06-44-09,2015-01-17-06-45-09,2,531,3,453,2015-01-17-06,06
2015-01-17-06-48-13,2015-01-17-06-49-13,1,76,1,76,2015-01-17-06,06
2015-01-17-06-49-36,2015-01-17-06-50-36,2,3589,4,3310,2015-01-17-06,06
2015-01-17-06-50-48,2015-01-17-06-51-48,1,523,1,523,2015-01-17-06,06
2015-01-17-06-53-00,2015-01-17-06-54-00,1,579,1,579,2015-01-17-06,06
2015-01-17-06-54-08,2015-01-17-06-55-08,1,54,1,54,2015-01-17-06,06
2015-01-17-06-59-00,2015-01-17-07-00-00,1,8,1,8,2015-01-17-06,06
2015-01-17-07-00-02,2015-01-17-07-01-02,4,7883,9,5597,2015-01-17-07,07
2015-01-17-07-02-20,2015-01-17-07-03-20,1,6,1,6,2015-01-17-07,07
2015-01-17-07-04-10,2015-01-17-07-05-10,1,3298,1,3298,2015-01-17-07,07
2015-01-17-07-07-45,2015-01-17-07-08-45,1,357,1,357,2015-01-17-07,07
2015-01-17-07-09-29,2015-01-17-07-10-29,1,835,1,835,2015-01-17-07,07
2015-01-17-07-17-40,2015-01-17-07-18-40,2,449,4,263,2015-01-17-07,07
2015-01-17-07-23-44,2015-01-17-07-24-44,1,119,2,119,2015-01-17-07,07
2015-01-17-07-26-09,2015-01-17-07-27-09,1,577,1,577,2015-01-17-07,07
2015-01-17-07-27-48,2015-01-17-07-28-48,1,95,1,95,2015-01-17-07,07
2015-01-17-07-31-15,2015-01-17-07-32-15,1,153,1,153,2015-01-17-07,07
2015-01-17-07-37-34,2015-01-17-07-38-34,3,889,5,702,2015-01-17-07,07
2015-01-17-07-38-52,2015-01-17-07-39-52,2,760,2,706,2015-01-17-07,07
2015-01-17-07-40-10,2015-01-17-07-41-10,1,128473,9,128473,2015-01-17-07,07
2015-01-17-07-41-16,2015-01-17-07-42-16,1,33,1,33,2015-01-17-07,07
2015-01-17-07-45-22,2015-01-17-07-46-22,3,84584,8,84046,2015-01-17-07,07
2015-01-17-07-49-27,2015-01-17-07-50-27,1,706,1,706,2015-01-17-07,07
2015-01-17-07-50-56,2015-01-17-07-51-56,2,2224,3,2038,2015-01-17-07,07
2015-01-17-07-54-33,2015-01-17-07-55-33,1,89,1,89,2015-01-17-07,07
2015-01-17-08-00-05,2015-01-17-08-01-05,1,14372,1,14372,2015-01-17-08,08
2015-01-17-08-01-14,2015-01-17-08-02-14,2,86203,2,84753,2015-01-17-08,08
2015-01-17-08-03-16,2015-01-17-08-04-16,2,1143,2,647,2015-01-17-08,08
2015-01-17-08-05-04,2015-01-17-08-06-04,2,10464,4,10297,2015-01-17-08,08
2015-01-17-08-07-54,2015-01-17-08-08-54,1,292,1,292,2015-01-17-08,08
2015-01-17-08-09-00,2015-01-17-08-10-00,1,860,2,860,2015-01-17-08,08
2015-01-17-08-10-35,2015-01-17-08-11-35,2,2276,2,2112,2015-01-17-08,08
2015-01-17-08-14-50,2015-01-17-08-15-50,1,106,1,106,2015-01-17-08,08
2015-01-17-08-15-53,2015-01-17-08-16-53,3,1390,10,845,2015-01-17-08,08
2015-01-17-08-17-46,2015-01-17-08-18-46,2,922,2,885,2015-01-17-08,08
2015-01-17-08-22-18,2015-01-17-08-23-18,1,70,1,70,2015-01-17-08,08
2015-01-17-08-24-09,2015-01-17-08-25-09,3,3325,4,3286,2015-01-17-08,08
2015-01-17-08-27-34,2015-01-17-08-28-34,2,314,3,208,2015-01-17-08,08
2015-01-17-08-30-46,2015-01-17-08-31-46,1,13,1,13,2015-01-17-08,08
2015-01-17-08-31-58,2015-01-17-08-32-58,2,105,4,83,2015-01-17-08,08
2015-01-17-08-33-30,2015-01-17-08-34-30,1,1305,1,1305,2015-01-17-08,08
2015-01-17-08-36-36,2015-01-17-08-37-36,2,1205,2,1120,2015-01-17-08,08
2015-01-17-08-38-37,2015-01-17-08-39-37,2,2675,6,2577,2015-01-17-08,08
2015-01-17-08-41-53,2015-01-17-08-42-53,2,3752,4,2577,2015-01-17-08,08
2015-01-17-08-43-10,2015-01-17-08-44-10,1,438,1,438,2015-01-17-08,08
2015-01-17-08-44-23,2015-01-17-08-45-23,2,232576,7,232404,2015-01-17-08,08
2015-01-17-08-45-28,2015-01-17-08-46-28,2,11914,2,11798,2015-01-17-08,08
2015-01-17-08-46-56,2015-01-17-08-47-56,1,542,1,542,2015-01-17-08,08
2015-01-17-08-50-12,2015-01-17-08-51-12,1,777,2,777,2015-01-17-08,08
2015-01-17-08-51-13,2015-01-17-08-52-13,1,191,1,191,2015-01-17-08,08
2015-01-17-08-52-41,2015-01-17-08-53-41,2,3519,2,3310,2015-01-17-08,08
2015-01-17-08-54-34,2015-01-17-08-55-34,3,26719,5,23753,2015-01-17-08,08
2015-01-17-08-55-45,2015-01-17-08-56-45,1,980,2,980,2015-01-17-08,08
2015-01-17-08-56-48,2015-01-17-08-57-48,2,152,2,76,2015-01-17-08,08
2015-01-17-08-59-06,2015-01-17-09-00-06,1,137,2,137,2015-01-17-08,08
2015-01-17-09-01-19,2015-01-17-09-02-19,2,2060,2,2055,2015-01-17-09,09
2015-01-17-09-02-28,2015-01-17-09-03-28,2,1044,2,875,2015-01-17-09,09
2015-01-17-09-11-16,2015-01-17-09-12-16,4,54879,8,53849,2015-01-17-09,09
2015-01-17-09-13-01,2015-01-17-09-14-01,2,20837,5,18260,2015-01-17-09,09
2015-01-17-09-15-32,2015-01-17-09-16-32,3,799,4,483,2015-01-17-09,09
2015-01-17-09-17-14,2015-01-17-09-18-14,2,4940,2,4909,2015-01-17-09,09
2015-01-17-09-18-55,2015-01-17-09-19-55,2,574,2,387,2015-01-17-09,09
2015-01-17-09-20-14,2015-01-17-09-21-14,1,43832,1,43832,2015-01-17-09,09
2015-01-17-09-21-17,2015-01-17-09-22-17,1,673,1,673,2015-01-17-09,09
2015-01-17-09-25-11,2015-01-17-09-26-11,3,9569,3,8785,2015-01-17-09,09
2015-01-17-09-26-23,2015-01-17-09-27-23,1,261,1,261,2015-01-17-09,09
2015-01-17-09-32-39,2015-01-17-09-33-39,2,14876,6,14170,2015-01-17-09,09
2015-01-17-09-35-31,2015-01-17-09-36-31,1,589,1,589,2015-01-17-09,09
2015-01-17-09-39-06,2015-01-17-09-40-06,1,14168,10,14168,2015-01-17-09,09
2015-01-17-09-40-11,2015-01-17-09-41-11,2,338810,4,338159,2015-01-17-09,09
2015-01-17-09-41-30,2015-01-17-09-42-30,1,33,2,33,2015-01-17-09,09
2015-01-17-09-42-35,2015-01-17-09-43-35,1,21,1,21,2015-01-17-09,09
2015-01-17-09-43-48,2015-01-17-09-44-48,2,2365,6,2245,2015-01-17-09,09
2015-01-17-09-45-10,2015-01-17-09-46-10,5,5279,7,1995,2015-01-17-09,09
2015-01-17-09-47-11,2015-01-17-09-48-11,1,4,1,4,2015-01-17-09,09
2015-01-17-09-51-05,2015-01-17-09-52-05,1,29,2,29,2015-01-17-09,09
2015-01-17-09-53-09,2015-01-17-09-54-09,3,5440,3,4493,2015-01-17-09,09
2015-01-17-09-56-56,2015-01-17-09-57-56,2,767,2,706,2015-01-17-09,09
2015-01-17-09-59-37,2015-01-17-10-00-37,2,957,2,622,2015-01-17-09,09
2015-01-17-10-01-16,2015-01-17-10-02-16,2,14031,3,11821,2015-01-17-10,10
2015-01-17-10-03-19,2015-01-17-10-04-19,1,75,15,75,2015-01-17-10,10
2015-01-17-10-04-36,2015-01-17-10-05-36,6,45299,6,33642,2015-01-17-10,10
2015-01-17-10-06-21,2015-01-17-10-07-21,2,3709,5,2279,2015-01-17-10,10
2015-01-17-10-08-01,2015-01-17-10-09-01,2,2768,4,2279,2015-01-17-10,10
2015-01-17-10-09-03,2015-01-17-10-10-03,1,2279,2,2279,2015-01-17-10,10
2015-01-17-10-15-46,2015-01-17-10-16-46,2,346,3,273,2015-01-17-10,10
2015-01-17-10-19-35,2015-01-17-10-20-35,2,152,2,76,2015-01-17-10,10
2015-01-17-10-21-56,2015-01-17-10-22-56,1,7731,1,7731,2015-01-17-10,10
2015-01-17-10-24-35,2015-01-17-10-25-35,2,1647,2,1541,2015-01-17-10,10
2015-01-17-10-28-19,2015-01-17-10-29-19,1,502,3,502,2015-01-17-10,10
2015-01-17-10-31-25,2015-01-17-10-32-25,1,272,1,272,2015-01-17-10,10
2015-01-17-10-33-23,2015-01-17-10-34-23,2,15100,2,14580,2015-01-17-10,10
2015-01-17-10-36-37,2015-01-17-10-37-37,2,42,2,27,2015-01-17-10,10
2015-01-17-10-41-45,2015-01-17-10-42-45,2,355,2,330,2015-01-17-10,10
2015-01-17-10-43-32,2015-01-17-10-44-32,1,44,2,44,2015-01-17-10,10
2015-01-17-10-45-43,2015-01-17-10-46-43,1,15258,3,15258,2015-01-17-10,10
2015-01-17-10-49-35,2015-01-17-10-50-35,2,421,3,233,2015-01-17-10,10
2015-01-17-10-52-20,2015-01-17-10-53-20,1,395,1,395,2015-01-17-10,10
2015-01-17-10-53-32,2015-01-17-10-54-32,2,3923,3,3112,2015-01-17-10,10
2015-01-17-10-55-29,2015-01-17-10-56-29,3,1961,4,1064,2015-01-17-10,10
2015-01-17-10-57-22,2015-01-17-10-58-22,3,2587,4,1207,2015-01-17-10,10
2015-01-17-10-58-31,2015-01-17-10-59-31,2,3192,4,2981,2015-01-17-10,10
2015-01-17-10-59-35,2015-01-17-11-00-35,3,9512,7,7533,2015-01-17-10,10
2015-01-17-11-01-05,2015-01-17-11-02-05,1,76,1,76,2015-01-17-11,11
2015-01-17-11-02-31,2015-01-17-11-03-31,2,7363,3,6781,2015-01-17-11,11
2015-01-17-11-03-43,2015-01-17-11-04-43,1,26,1,26,2015-01-17-11,11
2015-01-17-11-05-19,2015-01-17-11-06-19,2,765,5,706,2015-01-17-11,11
2015-01-17-11-08-19,2015-01-17-11-09-19,2,24612,3,24565,2015-01-17-11,11
2015-01-17-11-12-16,2015-01-17-11-13-16,2,40,2,40,2015-01-17-11,11
2015-01-17-11-14-26,2015-01-17-11-15-26,2,1000,3,719,2015-01-17-11,11
2015-01-17-11-15-38,2015-01-17-11-16-38,1,271,1,271,2015-01-17-11,11
2015-01-17-11-16-42,2015-01-17-11-17-42,4,173663,5,172327,2015-01-17-11,11
2015-01-17-11-17-53,2015-01-17-11-18-53,2,33665,2,33642,2015-01-17-11,11
2015-01-17-11-19-35,2015-01-17-11-20-35,6,43730,7,33642,2015-01-17-11,11
2015-01-17-11-20-39,2015-01-17-11-21-39,2,688,2,663,2015-01-17-11,11
2015-01-17-11-21-58,2015-01-17-11-22-58,2,7664,2,6719,2015-01-17-11,11
2015-01-17-11-23-35,2015-01-17-11-24-35,5,8981,6,4819,2015-01-17-11,11
2015-01-17-11-24-43,2015-01-17-11-25-43,2,3125,3,3008,2015-01-17-11,11
2015-01-17-11-27-26,2015-01-17-11-28-26,1,561,1,561,2015-01-17-11,11
2015-01-17-11-28-45,2015-01-17-11-29-45,1,328,1,328,2015-01-17-11,11
2015-01-17-11-30-07,2015-01-17-11-31-07,1,2150,1,2150,2015-01-17-11,11
2015-01-17-11-31-47,2015-01-17-11-32-47,1,36,1,36,2015-01-17-11,11
2015-01-17-11-33-47,2015-01-17-11-34-47,2,3252,2,2675,2015-01-17-11,11
2015-01-17-11-35-53,2015-01-17-11-36-53,2,1683,3,1353,2015-01-17-11,11
2015-01-17-11-36-55,2015-01-17-11-37-55,1,20,2,20,2015-01-17-11,11
2015-01-17-11-37-56,2015-01-17-11-38-56,2,134,3,103,2015-01-17-11,11
2015-01-17-11-41-05,2015-01-17-11-42-05,1,233,2,233,2015-01-17-11,11
2015-01-17-11-42-23,2015-01-17-11-43-23,3,1448,3,1368,2015-01-17-11,11
2015-01-17-11-44-18,2015-01-17-11-45-18,1,57,1,57,2015-01-17-11,11
2015-01-17-11-46-33,2015-01-17-11-47-33,2,3285,4,3193,2015-01-17-11,11
2015-01-17-11-47-53,2015-01-17-11-48-53,1,406,1,406,2015-01-17-11,11
2015-01-17-11-50-15,2015-01-17-11-51-15,2,2649,3,2548,2015-01-17-11,11
2015-01-17-11-53-10,2015-01-17-11-54-10,1,1955,2,1955,2015-01-17-11,11
2015-01-17-11-54-13,2015-01-17-11-55-13,2,195,2,142,2015-01-17-11,11
2015-01-17-11-55-50,2015-01-17-11-56-50,2,327,4,224,2015-01-17-11,11
2015-01-17-11-57-27,2015-01-17-11-58-27,2,77561,89,77328,2015-01-17-11,11
2015-01-17-12-00-34,2015-01-17-12-01-34,2,256,2,217,2015-01-17-12,12
2015-01-17-12-03-22,2015-01-17-12-04-22,4,3138,7,1955,2015-01-17-12,12
2015-01-17-12-06-58,2015-01-17-12-07-58,2,3286,2,2649,2015-01-17-12,12
2015-01-17-12-08-19,2015-01-17-12-09-19,1,80,2,80,2015-01-17-12,12
2015-01-17-12-10-04,2015-01-17-12-11-04,2,961,2,637,2015-01-17-12,12
2015-01-17-12-12-52,2015-01-17-12-13-52,2,765,2,483,2015-01-17-12,12
2015-01-17-12-15-12,2015-01-17-12-16-12,1,56,1,56,2015-01-17-12,12
2015-01-17-12-17-10,2015-01-17-12-18-10,3,1690,10,1030,2015-01-17-12,12
2015-01-17-12-19-56,2015-01-17-12-20-56,1,7517,4,7517,2015-01-17-12,12
2015-01-17-12-21-45,2015-01-17-12-22-45,1,376,1,376,2015-01-17-12,12
2015-01-17-12-23-38,2015-01-17-12-24-38,2,255,2,190,2015-01-17-12,12
2015-01-17-12-25-31,2015-01-17-12-26-31,3,3888,4,3402,2015-01-17-12,12
2015-01-17-12-26-32,2015-01-17-12-27-32,2,3439,2,3157,2015-01-17-12,12
2015-01-17-12-29-09,2015-01-17-12-30-09,1,10303,1,10303,2015-01-17-12,12
2015-01-17-12-30-16,2015-01-17-12-31-16,1,6527,1,6527,2015-01-17-12,12
2015-01-17-12-31-46,2015-01-17-12-32-46,3,2808,3,1534,2015-01-17-12,12
2015-01-17-12-33-40,2015-01-17-12-34-40,1,19,1,19,2015-01-17-12,12
2015-01-17-12-35-16,2015-01-17-12-36-16,2,933,2,860,2015-01-17-12,12
2015-01-17-12-36-48,2015-01-17-12-37-48,3,788,3,479,2015-01-17-12,12
2015-01-17-12-37-57,2015-01-17-12-38-57,3,2221,3,1112,2015-01-17-12,12
2015-01-17-12-39-10,2015-01-17-12-40-10,1,1064,1,1064,2015-01-17-12,12
2015-01-17-12-41-59,2015-01-17-12-42-59,2,725,3,533,2015-01-17-12,12
2015-01-17-12-44-59,2015-01-17-12-45-59,3,19615,3,18698,2015-01-17-12,12
2015-01-17-12-47-28,2015-01-17-12-48-28,1,47,1,47,2015-01-17-12,12
2015-01-17-12-50-15,2015-01-17-12-51-15,1,11798,1,11798,2015-01-17-12,12
2015-01-17-12-52-49,2015-01-17-12-53-49,1,10,1,10,2015-01-17-12,12
2015-01-17-12-54-17,2015-01-17-12-55-17,1,13,1,13,2015-01-17-12,12
2015-01-17-12-55-39,2015-01-17-12-56-39,2,2703,4,1495,2015-01-17-12,12
2015-01-17-12-57-08,2015-01-17-12-58-08,4,1735,6,1175,2015-01-17-12,12
2015-01-17-12-59-51,2015-01-17-13-00-51,4,9305,4,6527,2015-01-17-12,12
2015-01-17-13-02-06,2015-01-17-13-03-06,3,5432,3,5335,2015-01-17-13,13
2015-01-17-13-03-40,2015-01-17-13-04-40,1,237,1,237,2015-01-17-13,13
2015-01-17-13-05-58,2015-01-17-13-06-58,1,8295,16,8295,2015-01-17-13,13
2015-01-17-13-07-10,2015-01-17-13-08-10,1,628,1,628,2015-01-17-13,13
2015-01-17-13-10-05,2015-01-17-13-11-05,2,338287,4,338159,2015-01-17-13,13
2015-01-17-13-12-03,2015-01-17-13-13-03,2,2659,4,2591,2015-01-17-13,13
2015-01-17-13-13-04,2015-01-17-13-14-04,4,4070,4,3767,2015-01-17-13,13
2015-01-17-13-14-23,2015-01-17-13-15-23,1,294,1,294,2015-01-17-13,13
2015-01-17-13-15-32,2015-01-17-13-16-32,1,92114,3,92114,2015-01-17-13,13
2015-01-17-13-17-36,2015-01-17-13-18-36,2,1103,3,717,2015-01-17-13,13
2015-01-17-13-19-11,2015-01-17-13-20-11,1,93,1,93,2015-01-17-13,13
2015-01-17-13-20-12,2015-01-17-13-21-12,2,487,2,437,2015-01-17-13,13
2015-01-17-13-21-26,2015-01-17-13-22-26,1,85,1,85,2015-01-17-13,13
2015-01-17-13-22-45,2015-01-17-13-23-45,1,1686,1,1686,2015-01-17-13,13
2015-01-17-13-24-02,2015-01-17-13-25-02,1,371,1,371,2015-01-17-13,13
2015-01-17-13-27-12,2015-01-17-13-28-12,1,408,1,408,2015-01-17-13,13
2015-01-17-13-28-55,2015-01-17-13-29-55,2,1854,4,1713,2015-01-17-13,13
2015-01-17-13-30-03,2015-01-17-13-31-03,4,129187,4,121303,2015-01-17-13,13
2015-01-17-13-32-04,2015-01-17-13-33-04,1,1268,1,1268,2015-01-17-13,13
2015-01-17-13-35-45,2015-01-17-13-36-45,1,1033,1,1033,2015-01-17-13,13
2015-01-17-13-40-56,2015-01-17-13-41-56,1,103,1,103,2015-01-17-13,13
2015-01-17-13-41-57,2015-01-17-13-42-57,3,5113,4,4565,2015-01-17-13,13
2015-01-17-13-43-10,2015-01-17-13-44-10,3,3197,8,1559,2015-01-17-13,13
2015-01-17-13-45-22,2015-01-17-13-46-22,2,16708,2,11798,2015-01-17-13,13
2015-01-17-13-46-59,2015-01-17-13-47-59,1,1600,1,1600,2015-01-17-13,13
2015-01-17-13-48-55,2015-01-17-13-49-55,1,257,1,257,2015-01-17-13,13
2015-01-17-13-50-54,2015-01-17-13-51-54,3,1337,6,659,2015-01-17-13,13
2015-01-17-13-52-01,2015-01-17-13-53-01,1,233,2,233,2015-01-17-13,13
2015-01-17-13-58-02,2015-01-17-13-59-02,2,241,2,184,2015-01-17-13,13
2015-01-17-14-00-17,2015-01-17-14-01-17,3,26462,24,25265,2015-01-17-14,14
2015-01-17-14-03-07,2015-01-17-14-04-07,1,16,1,16,2015-01-17-14,14
2015-01-17-14-04-36,2015-01-17-14-05-36,1,171,1,171,2015-01-17-14,14
2015-01-17-14-07-04,2015-01-17-14-08-04,2,6233,4,5844,2015-01-17-14,14
2015-01-17-14-08-06,2015-01-17-14-09-06,2,5321,2,5253,2015-01-17-14,14
2015-01-17-14-09-49,2015-01-17-14-10-49,2,1249,2,1004,2015-01-17-14,14
2015-01-17-14-10-56,2015-01-17-14-11-56,2,1910,2,1857,2015-01-17-14,14
2015-01-17-14-13-09,2015-01-17-14-14-09,1,241,1,241,2015-01-17-14,14
2015-01-17-14-16-22,2015-01-17-14-17-22,1,655,1,655,2015-01-17-14,14
2015-01-17-14-19-40,2015-01-17-14-20-40,2,686,2,486,2015-01-17-14,14
2015-01-17-14-22-17,2015-01-17-14-23-17,1,2366,1,2366,2015-01-17-14,14
2015-01-17-14-23-34,2015-01-17-14-24-34,6,1965,6,586,2015-01-17-14,14
2015-01-17-14-25-17,2015-01-17-14-26-17,3,2106,3,856,2015-01-17-14,14
2015-01-17-14-27-13,2015-01-17-14-28-13,1,52,1,52,2015-01-17-14,14
2015-01-17-14-30-05,2015-01-17-14-31-05,1,781,1,781,2015-01-17-14,14
2015-01-17-14-34-18,2015-01-17-14-35-18,2,165,2,138,2015-01-17-14,14
2015-01-17-14-36-55,2015-01-17-14-37-55,1,129,1,129,2015-01-17-14,14
2015-01-17-14-39-25,2015-01-17-14-40-25,1,9,1,9,2015-01-17-14,14
2015-01-17-14-41-54,2015-01-17-14-42-54,1,8837,1,8837,2015-01-17-14,14
2015-01-17-14-47-03,2015-01-17-14-48-03,3,32147,44,30213,2015-01-17-14,14
2015-01-17-14-50-06,2015-01-17-14-51-06,4,43238,9,33642,2015-01-17-14,14
2015-01-17-14-51-17,2015-01-17-14-52-17,1,803,1,803,2015-01-17-14,14
2015-01-17-14-52-41,2015-01-17-14-53-41,1,54,2,54,2015-01-17-14,14
2015-01-17-14-54-26,2015-01-17-14-55-26,2,7646,4,7605,2015-01-17-14,14
2015-01-17-14-59-38,2015-01-17-15-00-38,3,1012,3,538,2015-01-17-14,14
2015-01-17-15-02-20,2015-01-17-15-03-20,1,538,3,538,2015-01-17-15,15
2015-01-17-15-04-35,2015-01-17-15-05-35,1,60,1,60,2015-01-17-15,15
2015-01-17-15-05-49,2015-01-17-15-06-49,1,1048,2,1048,2015-01-17-15,15
2015-01-17-15-08-33,2015-01-17-15-09-33,1,149,2,149,2015-01-17-15,15
2015-01-17-15-50-09,2015-01-17-15-51-09,38,55498,72,19518,2015-01-17-15,15
2015-01-17-15-51-36,2015-01-17-15-52-36,2,582,3,382,2015-01-17-15,15
2015-01-17-15-53-57,2015-01-17-15-54-57,2,186,2,178,2015-01-17-15,15
2015-01-17-15-55-06,2015-01-17-15-56-06,3,1508,3,1169,2015-01-17-15,15
2015-01-17-15-57-11,2015-01-17-15-58-11,2,6409,2,6401,2015-01-17-15,15
2015-01-17-16-00-59,2015-01-17-16-01-59,2,5251,3,4803,2015-01-17-16,16
2015-01-17-16-03-55,2015-01-17-16-04-55,1,217,1,217,2015-01-17-16,16
2015-01-17-16-05-40,2015-01-17-16-06-40,3,2538,3,1749,2015-01-17-16,16
2015-01-17-16-09-33,2015-01-17-16-10-33,1,2592,1,2592,2015-01-17-16,16
2015-01-17-16-11-06,2015-01-17-16-12-06,1,2,1,2,2015-01-17-16,16
2015-01-17-16-14-50,2015-01-17-16-15-50,1,708,2,708,2015-01-17-16,16
2015-01-17-16-17-54,2015-01-17-16-18-54,3,8844,4,8133,2015-01-17-16,16
2015-01-17-16-22-14,2015-01-17-16-23-14,1,941,1,941,2015-01-17-16,16
2015-01-17-16-32-19,2015-01-17-16-33-19,1,179,1,179,2015-01-17-16,16
2015-01-17-16-35-16,2015-01-17-16-36-16,1,80,1,80,2015-01-17-16,16
2015-01-17-16-37-34,2015-01-17-16-38-34,2,1086,2,1073,2015-01-17-16,16
2015-01-17-16-40-17,2015-01-17-16-41-17,2,2883,2,1660,2015-01-17-16,16
2015-01-17-16-41-20,2015-01-17-16-42-20,1,287,1,287,2015-01-17-16,16
2015-01-17-16-44-37,2015-01-17-16-45-37,2,12550,7,12483,2015-01-17-16,16
2015-01-17-16-46-58,2015-01-17-16-47-58,1,63,1,63,2015-01-17-16,16
2015-01-17-16-50-29,2015-01-17-16-51-29,1,9742,3,9742,2015-01-17-16,16
2015-01-17-16-51-54,2015-01-17-16-52-54,1,2473,2,2473,2015-01-17-16,16
2015-01-17-17-00-17,2015-01-17-17-01-17,2,5301,4,4944,2015-01-17-17,17
2015-01-17-17-02-18,2015-01-17-17-03-18,3,1034,3,843,2015-01-17-17,17
2015-01-17-17-05-21,2015-01-17-17-06-21,1,178,1,178,2015-01-17-17,17
2015-01-17-17-07-59,2015-01-17-17-08-59,2,3504,3,3481,2015-01-17-17,17
2015-01-17-17-09-20,2015-01-17-17-10-20,1,147,2,147,2015-01-17-17,17
2015-01-17-17-10-37,2015-01-17-17-11-37,1,110,1,110,2015-01-17-17,17
2015-01-17-17-13-32,2015-01-17-17-14-32,2,9399,2,9313,2015-01-17-17,17
2015-01-17-17-17-29,2015-01-17-17-18-29,2,502,2,479,2015-01-17-17,17
2015-01-17-17-19-38,2015-01-17-17-20-38,2,693,5,629,2015-01-17-17,17
2015-01-17-17-21-10,2015-01-17-17-22-10,2,227,2,146,2015-01-17-17,17
2015-01-17-17-24-25,2015-01-17-17-25-25,2,2824,2,2386,2015-01-17-17,17
2015-01-17-17-26-13,2015-01-17-17-27-13,2,485,2,261,2015-01-17-17,17
2015-01-17-17-28-02,2015-01-17-17-29-02,1,62,1,62,2015-01-17-17,17
2015-01-17-17-29-23,2015-01-17-17-30-23,4,2011,4,1356,2015-01-17-17,17
2015-01-17-17-30-38,2015-01-17-17-31-38,1,324,1,324,2015-01-17-17,17
2015-01-17-17-33-30,2015-01-17-17-34-30,1,455,1,455,2015-01-17-17,17
2015-01-17-17-38-20,2015-01-17-17-39-20,2,760,3,718,2015-01-17-17,17
2015-01-17-17-39-40,2015-01-17-17-40-40,2,70,2,54,2015-01-17-17,17
2015-01-17-17-41-34,2015-01-17-17-42-34,1,438,1,438,2015-01-17-17,17
2015-01-17-17-43-10,2015-01-17-17-44-10,4,337,4,104,2015-01-17-17,17
2015-01-17-17-44-53,2015-01-17-17-45-53,1,339,1,339,2015-01-17-17,17
2015-01-17-17-47-23,2015-01-17-17-48-23,3,1860,3,1515,2015-01-17-17,17
2015-01-17-17-48-31,2015-01-17-17-49-31,1,211,1,211,2015-01-17-17,17
2015-01-17-17-50-09,2015-01-17-17-51-09,1,314862,10,314862,2015-01-17-17,17
2015-01-17-17-51-29,2015-01-17-17-52-29,1,222,2,222,2015-01-17-17,17
2015-01-17-17-53-59,2015-01-17-17-54-59,3,2352,4,2319,2015-01-17-17,17
2015-01-17-17-57-17,2015-01-17-17-58-17,3,6028,5,4758,2015-01-17-17,17
2015-01-17-18-00-11,2015-01-17-18-01-11,3,3662,3,3538,2015-01-17-18,18
2015-01-17-18-02-20,2015-01-17-18-03-20,2,188,2,166,2015-01-17-18,18
2015-01-17-18-06-07,2015-01-17-18-07-07,2,1702,4,1305,2015-01-17-18,18
2015-01-17-18-07-35,2015-01-17-18-08-35,1,5716,1,5716,2015-01-17-18,18
