from,to,twt_count,flwrs_count,ret_cnt,max_flwrs,date-hr,hr
2015-02-06-07-10-22,2015-02-06-07-11-22,9,23279,14,8069,2015-02-06-07,07
2015-02-06-07-11-38,2015-02-06-07-12-38,6,146295,9,140967,2015-02-06-07,07
2015-02-06-07-12-47,2015-02-06-07-13-47,5,2369,6,1431,2015-02-06-07,07
2015-02-06-07-13-56,2015-02-06-07-14-56,5,2666,6,2051,2015-02-06-07,07
2015-02-06-07-15-04,2015-02-06-07-16-04,8,8991,10,3359,2015-02-06-07,07
2015-02-06-07-16-07,2015-02-06-07-17-07,1,853,1,853,2015-02-06-07,07
2015-02-06-07-17-14,2015-02-06-07-18-14,8,18469,9,13628,2015-02-06-07,07
2015-02-06-07-18-46,2015-02-06-07-19-46,7,4134,8,2317,2015-02-06-07,07
2015-02-06-07-19-50,2015-02-06-07-20-50,9,25573,9,7100,2015-02-06-07,07
2015-02-06-07-20-55,2015-02-06-07-21-55,7,10685,8,2652,2015-02-06-07,07
2015-02-06-07-22-02,2015-02-06-07-23-02,6,8142,6,2652,2015-02-06-07,07
2015-02-06-07-23-06,2015-02-06-07-24-06,7,4969,8,1877,2015-02-06-07,07
2015-02-06-07-24-08,2015-02-06-07-25-08,5,644,5,416,2015-02-06-07,07
2015-02-06-07-25-12,2015-02-06-07-26-12,6,5547,6,2421,2015-02-06-07,07
2015-02-06-07-26-14,2015-02-06-07-27-14,5,6995,9,3506,2015-02-06-07,07
2015-02-06-07-27-30,2015-02-06-07-28-30,7,33204,9,32789,2015-02-06-07,07
2015-02-06-07-28-33,2015-02-06-07-29-33,15,35645,18,27893,2015-02-06-07,07
2015-02-06-07-29-53,2015-02-06-07-30-53,5,110163,9,109528,2015-02-06-07,07
2015-02-06-07-30-56,2015-02-06-07-31-56,7,168212,9,163238,2015-02-06-07,07
2015-02-06-07-31-58,2015-02-06-07-32-58,6,8278,6,4071,2015-02-06-07,07
2015-02-06-07-33-08,2015-02-06-07-34-08,3,241,3,194,2015-02-06-07,07
2015-02-06-07-34-52,2015-02-06-07-35-52,2,3222,2,3104,2015-02-06-07,07
2015-02-06-07-35-54,2015-02-06-07-36-54,3,2500,3,2317,2015-02-06-07,07
2015-02-06-07-37-49,2015-02-06-07-38-49,6,4142,6,2352,2015-02-06-07,07
2015-02-06-07-38-51,2015-02-06-07-39-51,5,3503,10,1371,2015-02-06-07,07
2015-02-06-07-39-53,2015-02-06-07-40-53,6,3967,7,2251,2015-02-06-07,07
2015-02-06-07-41-14,2015-02-06-07-42-14,10,7319,11,2916,2015-02-06-07,07
2015-02-06-07-42-19,2015-02-06-07-43-19,14,37960,14,29857,2015-02-06-07,07
2015-02-06-07-43-25,2015-02-06-07-44-25,12,6309,14,1270,2015-02-06-07,07
2015-02-06-07-45-13,2015-02-06-07-46-13,8,10639,12,2682,2015-02-06-07,07
2015-02-06-07-46-21,2015-02-06-07-47-21,4,13606,4,13120,2015-02-06-07,07
2015-02-06-07-47-38,2015-02-06-07-48-38,10,3241,13,845,2015-02-06-07,07
2015-02-06-07-48-45,2015-02-06-07-49-45,4,5643,5,3675,2015-02-06-07,07
2015-02-06-07-50-01,2015-02-06-07-51-01,9,10765,10,7012,2015-02-06-07,07
2015-02-06-07-51-19,2015-02-06-07-52-19,10,164566,25,161438,2015-02-06-07,07
2015-02-06-07-52-21,2015-02-06-07-53-21,5,22791,7,18823,2015-02-06-07,07
2015-02-06-07-53-40,2015-02-06-07-54-40,10,8643,10,2887,2015-02-06-07,07
2015-02-06-07-54-48,2015-02-06-07-55-48,5,3036,6,1245,2015-02-06-07,07
2015-02-06-07-56-03,2015-02-06-07-57-03,9,12078,12,5718,2015-02-06-07,07
2015-02-06-07-57-05,2015-02-06-07-58-05,2,1561,2,857,2015-02-06-07,07
2015-02-06-07-58-15,2015-02-06-07-59-15,8,5643,8,2916,2015-02-06-07,07
2015-02-06-07-59-19,2015-02-06-08-00-19,10,2960203,24,2887949,2015-02-06-07,07
2015-02-06-08-00-29,2015-02-06-08-01-29,3,11946,3,10387,2015-02-06-08,08
2015-02-06-08-01-46,2015-02-06-08-02-46,5,315443,7,311669,2015-02-06-08,08
2015-02-06-08-02-54,2015-02-06-08-03-54,6,3187,7,2352,2015-02-06-08,08
2015-02-06-08-04-00,2015-02-06-08-05-00,5,3633,5,2251,2015-02-06-08,08
2015-02-06-08-05-01,2015-02-06-08-06-01,8,32095,12,24211,2015-02-06-08,08
2015-02-06-08-06-07,2015-02-06-08-07-07,6,2393,6,1762,2015-02-06-08,08
2015-02-06-08-07-09,2015-02-06-08-08-09,4,3374,4,1531,2015-02-06-08,08
2015-02-06-08-08-18,2015-02-06-08-09-18,11,5411,12,2386,2015-02-06-08,08
2015-02-06-08-09-31,2015-02-06-08-10-31,9,10413,12,3056,2015-02-06-08,08
2015-02-06-08-10-55,2015-02-06-08-11-55,6,4134,9,1398,2015-02-06-08,08
2015-02-06-08-11-56,2015-02-06-08-12-56,5,6859,6,4412,2015-02-06-08,08
2015-02-06-08-13-00,2015-02-06-08-14-00,14,12187,16,4794,2015-02-06-08,08
2015-02-06-08-14-02,2015-02-06-08-15-02,12,7389,13,2421,2015-02-06-08,08
2015-02-06-08-15-22,2015-02-06-08-16-22,15,30017,19,13628,2015-02-06-08,08
2015-02-06-08-16-33,2015-02-06-08-17-33,5,1784,6,1074,2015-02-06-08,08
2015-02-06-08-17-56,2015-02-06-08-18-56,4,70372,13,47408,2015-02-06-08,08
2015-02-06-08-19-00,2015-02-06-08-20-00,3,3744,4,3193,2015-02-06-08,08
2015-02-06-08-20-01,2015-02-06-08-21-01,8,852577,50,833381,2015-02-06-08,08
2015-02-06-08-21-02,2015-02-06-08-22-02,16,12193,24,2060,2015-02-06-08,08
2015-02-06-08-22-22,2015-02-06-08-23-22,5,9124,6,3763,2015-02-06-08,08
2015-02-06-08-23-36,2015-02-06-08-24-36,3,1211,3,1092,2015-02-06-08,08
2015-02-06-08-24-45,2015-02-06-08-25-45,4,968,4,492,2015-02-06-08,08
2015-02-06-08-26-04,2015-02-06-08-27-04,10,42742,16,35422,2015-02-06-08,08
2015-02-06-08-27-16,2015-02-06-08-28-16,5,5336057,308,5332193,2015-02-06-08,08
2015-02-06-08-28-43,2015-02-06-08-29-43,3,32338,3,31478,2015-02-06-08,08
2015-02-06-08-29-52,2015-02-06-08-30-52,13,35401,14,23862,2015-02-06-08,08
2015-02-06-08-31-11,2015-02-06-08-32-11,10,8456,12,2899,2015-02-06-08,08
2015-02-06-08-32-23,2015-02-06-08-33-23,6,5563,6,2161,2015-02-06-08,08
2015-02-06-08-33-25,2015-02-06-08-34-25,5,4964,96,3463,2015-02-06-08,08
2015-02-06-08-34-29,2015-02-06-08-35-29,10,15224,18,3477,2015-02-06-08,08
2015-02-06-08-35-42,2015-02-06-08-36-42,6,5874,34,3409,2015-02-06-08,08
2015-02-06-08-37-00,2015-02-06-08-38-00,5,58119,7,56692,2015-02-06-08,08
2015-02-06-08-38-01,2015-02-06-08-39-01,4,9371,11,7654,2015-02-06-08,08
2015-02-06-08-39-06,2015-02-06-08-40-06,2,1612872,56,1489423,2015-02-06-08,08
2015-02-06-08-40-20,2015-02-06-08-41-20,13,19425,15,12099,2015-02-06-08,08
2015-02-06-08-41-54,2015-02-06-08-42-54,4,4463,17,3890,2015-02-06-08,08
2015-02-06-08-43-23,2015-02-06-08-44-23,4,2420,4,2352,2015-02-06-08,08
2015-02-06-08-44-25,2015-02-06-08-45-25,8,4886,11,2480,2015-02-06-08,08
2015-02-06-08-45-31,2015-02-06-08-46-31,9,9056,10,2421,2015-02-06-08,08
2015-02-06-08-46-33,2015-02-06-08-47-33,5,16812,5,14859,2015-02-06-08,08
2015-02-06-08-48-04,2015-02-06-08-49-04,3,2702,5,2118,2015-02-06-08,08
2015-02-06-08-49-11,2015-02-06-08-50-11,9,2628,10,563,2015-02-06-08,08
2015-02-06-08-50-12,2015-02-06-08-51-12,8,15746,8,8981,2015-02-06-08,08
2015-02-06-08-51-15,2015-02-06-08-52-15,3,5926,19,3308,2015-02-06-08,08
2015-02-06-08-52-25,2015-02-06-08-53-25,8,21340,26,7043,2015-02-06-08,08
2015-02-06-08-54-02,2015-02-06-08-55-02,12,16302,52,9231,2015-02-06-08,08
2015-02-06-08-55-03,2015-02-06-08-56-03,15,87292,18,65334,2015-02-06-08,08
2015-02-06-08-56-17,2015-02-06-08-57-17,3,69009,93,67953,2015-02-06-08,08
2015-02-06-08-57-26,2015-02-06-08-58-26,7,380556,249,322404,2015-02-06-08,08
2015-02-06-08-58-31,2015-02-06-08-59-31,5,1665,5,620,2015-02-06-08,08
2015-02-06-08-59-37,2015-02-06-09-00-37,11,104351,12,88043,2015-02-06-08,08
2015-02-06-09-00-40,2015-02-06-09-01-40,14,27936,16,10368,2015-02-06-09,09
2015-02-06-09-01-41,2015-02-06-09-02-41,17,22080,18,7479,2015-02-06-09,09
2015-02-06-09-02-46,2015-02-06-09-03-46,4,53445,10,49323,2015-02-06-09,09
2015-02-06-09-05-42,2015-02-06-09-06-42,23,796140,71,695845,2015-02-06-09,09
2015-02-06-09-06-58,2015-02-06-09-07-58,6,4610,8,2494,2015-02-06-09,09
2015-02-06-09-08-03,2015-02-06-09-09-03,6,58932,7,58016,2015-02-06-09,09
2015-02-06-09-09-06,2015-02-06-09-10-06,5,28175,17,24211,2015-02-06-09,09
2015-02-06-09-10-11,2015-02-06-09-11-11,7,37682,9,32253,2015-02-06-09,09
2015-02-06-09-11-16,2015-02-06-09-12-16,5,7729,6,2545,2015-02-06-09,09
2015-02-06-09-12-18,2015-02-06-09-13-18,4,20126,4,18825,2015-02-06-09,09
2015-02-06-09-14-20,2015-02-06-09-15-20,9,22617,17,10548,2015-02-06-09,09
2015-02-06-09-15-31,2015-02-06-09-16-31,4,15839,4,15054,2015-02-06-09,09
2015-02-06-09-16-33,2015-02-06-09-17-33,8,29964,17,20482,2015-02-06-09,09
2015-02-06-09-17-35,2015-02-06-09-18-35,11,27227,80,22353,2015-02-06-09,09
2015-02-06-09-19-01,2015-02-06-09-20-01,5,3821,5,2421,2015-02-06-09,09
2015-02-06-09-20-07,2015-02-06-09-21-07,11,11279,13,4260,2015-02-06-09,09
2015-02-06-09-21-10,2015-02-06-09-22-10,7,257959,10,212847,2015-02-06-09,09
2015-02-06-09-22-33,2015-02-06-09-23-33,4,32574,8,28466,2015-02-06-09,09
2015-02-06-09-23-34,2015-02-06-09-24-34,3,588,3,501,2015-02-06-09,09
2015-02-06-09-24-44,2015-02-06-09-25-44,5,3087,5,2317,2015-02-06-09,09
2015-02-06-09-25-49,2015-02-06-09-26-49,2,3590,3,3128,2015-02-06-09,09
2015-02-06-09-27-02,2015-02-06-09-28-02,16,37001,16,20806,2015-02-06-09,09
2015-02-06-09-28-07,2015-02-06-09-29-07,4,493,4,262,2015-02-06-09,09
2015-02-06-09-29-10,2015-02-06-09-30-10,5,681995,37,599655,2015-02-06-09,09
2015-02-06-09-30-16,2015-02-06-09-31-16,13,2396022,34,2324908,2015-02-06-09,09
2015-02-06-09-31-21,2015-02-06-09-32-21,3,1057,3,892,2015-02-06-09,09
2015-02-06-09-32-39,2015-02-06-09-33-39,8,3017,10,2317,2015-02-06-09,09
2015-02-06-09-33-46,2015-02-06-09-34-46,9,75448,17,68912,2015-02-06-09,09
2015-02-06-09-34-57,2015-02-06-09-35-57,10,56634,16,33784,2015-02-06-09,09
2015-02-06-09-36-19,2015-02-06-09-37-19,3,790,5,412,2015-02-06-09,09
2015-02-06-09-37-26,2015-02-06-09-38-26,8,3433,10,1074,2015-02-06-09,09
2015-02-06-09-38-33,2015-02-06-09-39-33,3,30366,3,28657,2015-02-06-09,09
2015-02-06-09-40-08,2015-02-06-09-41-08,5,10589,6,9524,2015-02-06-09,09
2015-02-06-09-41-11,2015-02-06-09-42-11,4,844,14,389,2015-02-06-09,09
2015-02-06-09-42-13,2015-02-06-09-43-13,6,19793,7,13120,2015-02-06-09,09
2015-02-06-09-43-32,2015-02-06-09-44-32,6,9709,8,3112,2015-02-06-09,09
2015-02-06-09-45-03,2015-02-06-09-46-03,5,5465,7,2480,2015-02-06-09,09
2015-02-06-09-46-09,2015-02-06-09-47-09,4,17841,5,7826,2015-02-06-09,09
2015-02-06-09-47-25,2015-02-06-09-48-25,7,1390,8,477,2015-02-06-09,09
2015-02-06-09-48-30,2015-02-06-09-49-30,7,18689,7,4870,2015-02-06-09,09
2015-02-06-09-49-34,2015-02-06-09-50-34,8,33069,13,24776,2015-02-06-09,09
2015-02-06-09-50-38,2015-02-06-09-51-38,5,16331,6,11961,2015-02-06-09,09
2015-02-06-09-51-57,2015-02-06-09-52-57,6,11019,6,8981,2015-02-06-09,09
2015-02-06-09-53-10,2015-02-06-09-54-10,1,229,2,229,2015-02-06-09,09
2015-02-06-09-54-26,2015-02-06-09-55-26,6,5452,7,2872,2015-02-06-09,09
2015-02-06-09-55-36,2015-02-06-09-56-36,1,2,1,2,2015-02-06-09,09
2015-02-06-09-56-45,2015-02-06-09-57-45,7,15036,11,5858,2015-02-06-09,09
2015-02-06-09-58-04,2015-02-06-09-59-04,5,7713,8,4412,2015-02-06-09,09
2015-02-06-09-59-06,2015-02-06-10-00-06,2,1555,2,1540,2015-02-06-09,09
2015-02-06-10-00-14,2015-02-06-10-01-14,14,41020,23,27586,2015-02-06-10,10
2015-02-06-10-01-24,2015-02-06-10-02-24,11,64847,11,49323,2015-02-06-10,10
2015-02-06-10-02-37,2015-02-06-10-03-37,5,4326,7,1582,2015-02-06-10,10
2015-02-06-10-03-49,2015-02-06-10-04-49,4,60939,7,60641,2015-02-06-10,10
2015-02-06-10-04-50,2015-02-06-10-05-50,8,612377,32,579336,2015-02-06-10,10
2015-02-06-10-06-16,2015-02-06-10-07-16,5,408,5,184,2015-02-06-10,10
2015-02-06-10-07-20,2015-02-06-10-08-20,6,621,6,292,2015-02-06-10,10
2015-02-06-10-08-36,2015-02-06-10-09-36,6,6275,15,2544,2015-02-06-10,10
2015-02-06-10-09-40,2015-02-06-10-10-40,7,17761,9,8423,2015-02-06-10,10
2015-02-06-10-10-41,2015-02-06-10-11-41,7,5757,18,3296,2015-02-06-10,10
2015-02-06-10-11-55,2015-02-06-10-12-55,4,6365,4,2251,2015-02-06-10,10
2015-02-06-10-13-04,2015-02-06-10-14-04,6,8272,6,4535,2015-02-06-10,10
2015-02-06-10-14-07,2015-02-06-10-15-07,10,16220,16,4501,2015-02-06-10,10
2015-02-06-10-15-13,2015-02-06-10-16-13,5,14977,8,11154,2015-02-06-10,10
2015-02-06-10-16-37,2015-02-06-10-17-37,4,4970,6,2916,2015-02-06-10,10
2015-02-06-10-17-40,2015-02-06-10-18-40,8,5876,10,4730,2015-02-06-10,10
2015-02-06-10-19-13,2015-02-06-10-20-13,10,11602,18,4683,2015-02-06-10,10
2015-02-06-10-20-20,2015-02-06-10-21-20,3,5594,4,2738,2015-02-06-10,10
2015-02-06-10-21-38,2015-02-06-10-22-38,4,8284,4,2554,2015-02-06-10,10
2015-02-06-10-22-41,2015-02-06-10-23-41,8,20396,9,18825,2015-02-06-10,10
2015-02-06-10-23-42,2015-02-06-10-24-42,6,3914,6,2916,2015-02-06-10,10
2015-02-06-10-24-44,2015-02-06-10-25-44,2,312,2,252,2015-02-06-10,10
2015-02-06-10-25-47,2015-02-06-10-26-47,5,4193,6,1815,2015-02-06-10,10
2015-02-06-10-27-01,2015-02-06-10-28-01,4,6194,5,5746,2015-02-06-10,10
2015-02-06-10-28-08,2015-02-06-10-29-08,4,20347,4,16753,2015-02-06-10,10
2015-02-06-10-30-03,2015-02-06-10-31-03,11,61188,13,26615,2015-02-06-10,10
2015-02-06-10-31-15,2015-02-06-10-32-15,3,1143,3,694,2015-02-06-10,10
2015-02-06-10-32-21,2015-02-06-10-33-21,4,9611,8,5902,2015-02-06-10,10
2015-02-06-10-33-31,2015-02-06-10-34-31,11,771549,21,765898,2015-02-06-10,10
2015-02-06-10-34-40,2015-02-06-10-35-40,5,15730,24,11597,2015-02-06-10,10
2015-02-06-10-35-50,2015-02-06-10-36-50,13,329990,15,322404,2015-02-06-10,10
2015-02-06-10-37-07,2015-02-06-10-38-07,9,2340037,23,2324908,2015-02-06-10,10
2015-02-06-10-38-24,2015-02-06-10-39-24,2,662,2,331,2015-02-06-10,10
2015-02-06-10-39-34,2015-02-06-10-40-34,12,21894,15,14916,2015-02-06-10,10
2015-02-06-10-41-07,2015-02-06-10-42-07,4,7577,6,6959,2015-02-06-10,10
2015-02-06-10-42-28,2015-02-06-10-43-28,9,9981,12,7460,2015-02-06-10,10
2015-02-06-10-43-49,2015-02-06-10-44-49,5,9748,7,3385,2015-02-06-10,10
2015-02-06-10-45-05,2015-02-06-10-46-05,9,77128,12,65079,2015-02-06-10,10
2015-02-06-10-46-13,2015-02-06-10-47-13,13,56262,141,45886,2015-02-06-10,10
2015-02-06-10-47-26,2015-02-06-10-48-26,5,73844,8,72836,2015-02-06-10,10
2015-02-06-10-48-31,2015-02-06-10-49-31,4,106842,5,105750,2015-02-06-10,10
2015-02-06-10-49-52,2015-02-06-10-50-52,11,21679,13,14978,2015-02-06-10,10
2015-02-06-10-51-02,2015-02-06-10-52-02,6,2243,7,767,2015-02-06-10,10
2015-02-06-10-52-12,2015-02-06-10-53-12,8,3585,10,3014,2015-02-06-10,10
2015-02-06-10-53-29,2015-02-06-10-54-29,6,4191,7,1509,2015-02-06-10,10
2015-02-06-10-54-46,2015-02-06-10-55-46,4,31429,4,30703,2015-02-06-10,10
2015-02-06-10-55-47,2015-02-06-10-56-47,5,158613,17,157661,2015-02-06-10,10
2015-02-06-10-57-14,2015-02-06-10-58-14,7,5142,8,3302,2015-02-06-10,10
2015-02-06-10-58-34,2015-02-06-10-59-34,6,5712,8,3436,2015-02-06-10,10
2015-02-06-10-59-54,2015-02-06-11-00-54,11,145147,18,75689,2015-02-06-10,10
2015-02-06-11-01-04,2015-02-06-11-02-04,7,24217,7,20332,2015-02-06-11,11
2015-02-06-11-02-12,2015-02-06-11-03-12,5,65936,6,57318,2015-02-06-11,11
2015-02-06-11-03-48,2015-02-06-11-04-48,4,6903,4,4718,2015-02-06-11,11
2015-02-06-11-04-54,2015-02-06-11-05-54,8,47686,9,24211,2015-02-06-11,11
2015-02-06-11-06-00,2015-02-06-11-07-00,4,16035,5,15684,2015-02-06-11,11
2015-02-06-11-07-17,2015-02-06-11-08-17,5,3265,6,2317,2015-02-06-11,11
2015-02-06-11-08-25,2015-02-06-11-09-25,8,6518,12,3251,2015-02-06-11,11
2015-02-06-11-09-27,2015-02-06-11-10-27,6,1470129,25,1458284,2015-02-06-11,11
2015-02-06-11-11-06,2015-02-06-11-12-06,7,1496518,29,1493140,2015-02-06-11,11
2015-02-06-11-12-51,2015-02-06-11-13-51,6,616,6,616,2015-02-06-11,11
2015-02-06-11-14-15,2015-02-06-11-15-15,7,9971,11,2652,2015-02-06-11,11
2015-02-06-11-15-18,2015-02-06-11-16-18,12,133781,21,105976,2015-02-06-11,11
2015-02-06-11-16-25,2015-02-06-11-17-25,2,2897,2,2652,2015-02-06-11,11
2015-02-06-11-17-41,2015-02-06-11-18-41,5,8756,6,6322,2015-02-06-11,11
2015-02-06-11-18-47,2015-02-06-11-19-47,4,1693,5,959,2015-02-06-11,11
2015-02-06-11-19-48,2015-02-06-11-20-48,18,150951,29,141311,2015-02-06-11,11
2015-02-06-11-21-00,2015-02-06-11-22-00,6,16894,8,14508,2015-02-06-11,11
2015-02-06-11-22-02,2015-02-06-11-23-02,6,23344,9,13628,2015-02-06-11,11
2015-02-06-11-23-42,2015-02-06-11-24-42,6,12408,10,6903,2015-02-06-11,11
2015-02-06-11-24-45,2015-02-06-11-25-45,7,10798,8,5306,2015-02-06-11,11
2015-02-06-11-26-26,2015-02-06-11-27-26,9,8222,12,4002,2015-02-06-11,11
2015-02-06-11-27-32,2015-02-06-11-28-32,12,43398,48,12590,2015-02-06-11,11
2015-02-06-11-28-40,2015-02-06-11-29-40,5,1616,9,499,2015-02-06-11,11
2015-02-06-11-29-45,2015-02-06-11-30-45,6,11250,6,6579,2015-02-06-11,11
2015-02-06-11-30-47,2015-02-06-11-31-47,9,15490,9,13062,2015-02-06-11,11
2015-02-06-11-31-52,2015-02-06-11-32-52,6,4013,6,2442,2015-02-06-11,11
2015-02-06-11-33-14,2015-02-06-11-34-14,5,1898763,21,1893811,2015-02-06-11,11
2015-02-06-11-34-24,2015-02-06-11-35-24,1,2251,1,2251,2015-02-06-11,11
2015-02-06-11-35-40,2015-02-06-11-36-40,5,61258,37,29569,2015-02-06-11,11
2015-02-06-11-37-10,2015-02-06-11-38-10,5,3990,5,1414,2015-02-06-11,11
2015-02-06-11-38-13,2015-02-06-11-39-13,12,30344,116,9231,2015-02-06-11,11
2015-02-06-11-39-34,2015-02-06-11-40-34,13,41466,43,29303,2015-02-06-11,11
2015-02-06-11-40-52,2015-02-06-11-41-52,4,3170,4,2251,2015-02-06-11,11
2015-02-06-11-42-09,2015-02-06-11-43-09,6,6942,13,3593,2015-02-06-11,11
2015-02-06-11-43-13,2015-02-06-11-44-13,8,4791,8,1406,2015-02-06-11,11
2015-02-06-11-44-16,2015-02-06-11-45-16,6,2400,6,1474,2015-02-06-11,11
2015-02-06-11-45-36,2015-02-06-11-46-36,4,18986,6,10343,2015-02-06-11,11
2015-02-06-11-46-40,2015-02-06-11-47-40,8,5655,10,2421,2015-02-06-11,11
2015-02-06-11-48-12,2015-02-06-11-49-12,3,9115,3,4870,2015-02-06-11,11
2015-02-06-11-49-13,2015-02-06-11-50-13,9,5907272,30,5870465,2015-02-06-11,11
2015-02-06-11-50-14,2015-02-06-11-51-14,9,13581,9,7577,2015-02-06-11,11
2015-02-06-11-51-27,2015-02-06-11-52-27,4,4063,5,2603,2015-02-06-11,11
2015-02-06-11-52-29,2015-02-06-11-53-29,3,6252,3,3579,2015-02-06-11,11
2015-02-06-11-53-56,2015-02-06-11-54-56,8,4556,9,2636,2015-02-06-11,11
2015-02-06-11-55-16,2015-02-06-11-56-16,8,3758,8,1376,2015-02-06-11,11
2015-02-06-11-56-43,2015-02-06-11-57-43,8,147889,14,135833,2015-02-06-11,11
2015-02-06-11-57-55,2015-02-06-11-58-55,8,15489,8,8981,2015-02-06-11,11
2015-02-06-11-59-02,2015-02-06-12-00-02,7,13682,34,11982,2015-02-06-11,11
2015-02-06-12-00-04,2015-02-06-12-01-04,24,76747,88,24321,2015-02-06-12,12
2015-02-06-12-01-05,2015-02-06-12-02-05,13,55321,16,22021,2015-02-06-12,12
2015-02-06-12-02-06,2015-02-06-12-03-06,12,43931,15,26945,2015-02-06-12,12
2015-02-06-12-03-07,2015-02-06-12-04-07,14,26536,21,18825,2015-02-06-12,12
2015-02-06-12-04-12,2015-02-06-12-05-12,23,155581,26,135833,2015-02-06-12,12
2015-02-06-12-05-15,2015-02-06-12-06-15,12,60972,17,39888,2015-02-06-12,12
2015-02-06-12-06-19,2015-02-06-12-07-19,7,1694,7,666,2015-02-06-12,12
2015-02-06-12-07-20,2015-02-06-12-08-20,9,4211,11,1611,2015-02-06-12,12
2015-02-06-12-08-30,2015-02-06-12-09-30,10,3002,12,1749,2015-02-06-12,12
2015-02-06-12-09-37,2015-02-06-12-10-37,7,14272,9,6688,2015-02-06-12,12
2015-02-06-12-10-46,2015-02-06-12-11-46,10,9913,10,3303,2015-02-06-12,12
2015-02-06-12-11-54,2015-02-06-12-12-54,9,23168,12,14731,2015-02-06-12,12
2015-02-06-12-13-32,2015-02-06-12-14-32,6,1480,6,345,2015-02-06-12,12
2015-02-06-12-14-35,2015-02-06-12-15-35,17,267107,29,169471,2015-02-06-12,12
2015-02-06-12-15-36,2015-02-06-12-16-36,9,34603,10,23317,2015-02-06-12,12
2015-02-06-12-16-37,2015-02-06-12-17-37,5,1110,7,798,2015-02-06-12,12
2015-02-06-12-17-41,2015-02-06-12-18-41,4,4815,4,4002,2015-02-06-12,12
2015-02-06-12-19-03,2015-02-06-12-20-03,10,33511,14,17453,2015-02-06-12,12
2015-02-06-12-20-32,2015-02-06-12-21-32,16,10805,18,2916,2015-02-06-12,12
2015-02-06-12-21-34,2015-02-06-12-22-34,11,21144,13,15025,2015-02-06-12,12
2015-02-06-12-22-39,2015-02-06-12-23-39,4,134941,13,134596,2015-02-06-12,12
2015-02-06-12-23-45,2015-02-06-12-24-45,4,5390,4,2079,2015-02-06-12,12
2015-02-06-12-24-50,2015-02-06-12-25-50,9,36015,12,29676,2015-02-06-12,12
2015-02-06-12-26-02,2015-02-06-12-27-02,8,4290,9,1415,2015-02-06-12,12
2015-02-06-12-27-43,2015-02-06-12-28-43,8,2632,9,1844,2015-02-06-12,12
2015-02-06-12-28-47,2015-02-06-12-29-47,7,1912,8,1255,2015-02-06-12,12
2015-02-06-12-29-56,2015-02-06-12-30-56,12,64319,16,43000,2015-02-06-12,12
2015-02-06-12-31-09,2015-02-06-12-32-09,10,11445,14,4246,2015-02-06-12,12
2015-02-06-12-32-41,2015-02-06-12-33-41,2,109573,4,109528,2015-02-06-12,12
2015-02-06-12-33-56,2015-02-06-12-34-56,9,97059,31,94133,2015-02-06-12,12
2015-02-06-12-35-01,2015-02-06-12-36-01,6,156436,12,135833,2015-02-06-12,12
2015-02-06-12-36-08,2015-02-06-12-37-08,7,5478,7,2916,2015-02-06-12,12
2015-02-06-12-37-26,2015-02-06-12-38-26,3,3596,5,2251,2015-02-06-12,12
2015-02-06-12-38-28,2015-02-06-12-39-28,7,72652,10,35895,2015-02-06-12,12
2015-02-06-12-39-33,2015-02-06-12-40-33,13,4416,15,2360,2015-02-06-12,12
2015-02-06-12-41-07,2015-02-06-12-42-07,7,6623,12,4406,2015-02-06-12,12
2015-02-06-12-42-09,2015-02-06-12-43-09,8,2884,10,1398,2015-02-06-12,12
2015-02-06-12-43-17,2015-02-06-12-44-17,3,13680,4,10091,2015-02-06-12,12
2015-02-06-12-44-21,2015-02-06-12-45-21,5,24403,9,14742,2015-02-06-12,12
2015-02-06-12-45-33,2015-02-06-12-46-33,10,100200,15,60615,2015-02-06-12,12
2015-02-06-12-46-51,2015-02-06-12-47-51,4,7731,4,4620,2015-02-06-12,12
2015-02-06-12-48-01,2015-02-06-12-49-01,5,4494,5,2421,2015-02-06-12,12
2015-02-06-12-49-04,2015-02-06-12-50-04,5,12165,7,11003,2015-02-06-12,12
2015-02-06-12-50-10,2015-02-06-12-51-10,10,35392,15,12663,2015-02-06-12,12
2015-02-06-12-51-21,2015-02-06-12-52-21,9,19207,9,14742,2015-02-06-12,12
2015-02-06-12-52-32,2015-02-06-12-53-32,9,7755,11,2251,2015-02-06-12,12
2015-02-06-12-53-35,2015-02-06-12-54-35,5,1850,5,750,2015-02-06-12,12
2015-02-06-12-54-58,2015-02-06-12-55-58,9,1566,9,365,2015-02-06-12,12
2015-02-06-12-56-01,2015-02-06-12-57-01,5,13281,5,13120,2015-02-06-12,12
2015-02-06-12-57-20,2015-02-06-12-58-20,3,81881,9,81396,2015-02-06-12,12
2015-02-06-12-58-43,2015-02-06-12-59-43,6,1069,8,331,2015-02-06-12,12
2015-02-06-13-00-04,2015-02-06-13-01-04,14,895567,44,821411,2015-02-06-13,13
2015-02-06-13-01-12,2015-02-06-13-02-12,9,95106,19,88567,2015-02-06-13,13
2015-02-06-13-02-19,2015-02-06-13-03-19,4,103226,6,99743,2015-02-06-13,13
2015-02-06-13-03-21,2015-02-06-13-04-21,7,3449,18,1397,2015-02-06-13,13
2015-02-06-13-04-23,2015-02-06-13-05-23,6,1239,7,943,2015-02-06-13,13
2015-02-06-13-05-29,2015-02-06-13-06-29,4,839,5,548,2015-02-06-13,13
