from,to,twt_count,flwrs_count,ret_cnt
2015-02-02 14:00,2015-02-02 15:00,1501,15549544,10
2015-02-02 15:00,2015-02-02 16:00,1327,13480497,3
2015-02-02 16:00,2015-02-02 17:00,1087,3786524,3
2015-02-02 17:00,2015-02-02 18:00,949,4518901,2
2015-02-02 18:00,2015-02-02 19:00,1045,2426790,6
2015-02-02 19:00,2015-02-02 20:00,771,3816397,2
2015-02-02 20:00,2015-02-02 21:00,775,5329656,4
2015-02-02 21:00,2015-02-02 22:00,706,1953643,0
2015-02-02 22:00,2015-02-02 23:00,595,1758611,1
2015-02-02 23:00,2015-02-03 00:00,468,3526957,2
2015-02-03 00:00,2015-02-03 01:00,411,2641154,1
2015-02-03 01:00,2015-02-03 02:00,377,2246766,0
2015-02-03 02:00,2015-02-03 03:00,419,4268679,0
2015-02-03 03:00,2015-02-03 04:00,395,1743154,0
2015-02-03 04:00,2015-02-03 05:00,518,3814858,4
2015-02-03 05:00,2015-02-03 06:00,647,4281297,5
2015-02-03 06:00,2015-02-03 07:00,713,5357596,10
2015-02-03 07:00,2015-02-03 08:00,797,3409294,12
2015-02-03 08:00,2015-02-03 09:00,1048,8021531,10
2015-02-03 09:00,2015-02-03 10:00,1021,6755222,8
2015-02-03 10:00,2015-02-03 11:00,1071,3777584,4
2015-02-03 11:00,2015-02-03 12:00,972,6775537,4
2015-02-03 12:00,2015-02-03 13:00,1092,5381418,4
2015-02-03 13:00,2015-02-03 14:00,951,3256020,3
2015-02-03 14:00,2015-02-03 15:00,650,2137499,72
2015-02-03 15:00,2015-02-03 16:00,1021,3867767,17
2015-02-03 16:00,2015-02-03 17:00,716,3465447,18
2015-02-03 17:00,2015-02-03 18:00,747,3922843,21
2015-02-03 18:00,2015-02-03 19:00,457,999984,31
2015-02-03 19:00,2015-02-03 20:00,212,535834,22
2015-02-03 20:00,2015-02-03 21:00,494,1167073,13
2015-02-03 21:00,2015-02-03 22:00,499,1147634,13
2015-02-03 22:00,2015-02-03 23:00,368,1024001,8
2015-02-03 23:00,2015-02-04 00:00,296,2354984,9
2015-02-04 00:00,2015-02-04 01:00,282,473535,2
2015-02-04 01:00,2015-02-04 02:00,222,569150,3
2015-02-04 02:00,2015-02-04 03:00,247,457512,3
2015-02-04 03:00,2015-02-04 04:00,273,1120964,3
2015-02-04 04:00,2015-02-04 05:00,354,955148,2
2015-02-04 05:00,2015-02-04 06:00,426,1379905,8
2015-02-04 06:00,2015-02-04 07:00,541,1897210,8
2015-02-04 07:00,2015-02-04 08:00,745,1747069,18
2015-02-04 08:00,2015-02-04 09:00,780,2934381,21
2015-02-04 09:00,2015-02-04 10:00,933,4052059,25
2015-02-04 10:00,2015-02-04 11:00,780,2104201,24
2015-02-04 11:00,2015-02-04 12:00,736,2394544,7
2015-02-04 12:00,2015-02-04 13:00,586,3812241,49
2015-02-04 13:00,2015-02-04 14:00,761,4917370,15
2015-02-04 14:00,2015-02-04 15:00,658,2372271,16
2015-02-04 15:00,2015-02-04 16:00,779,2650555,18
2015-02-04 16:00,2015-02-04 17:00,520,1929039,14
2015-02-04 17:00,2015-02-04 18:00,548,1903807,15
2015-02-04 18:00,2015-02-04 19:00,539,1862269,9
2015-02-04 19:00,2015-02-04 20:00,476,1222337,15
2015-02-04 20:00,2015-02-04 21:00,271,523299,5
2015-02-04 21:00,2015-02-04 22:00,711,1450637,5
2015-02-04 22:00,2015-02-04 23:00,411,1303787,2
2015-02-04 23:00,2015-02-05 00:00,316,653505,1
2015-02-05 00:00,2015-02-05 01:00,263,4235717,1
2015-02-05 01:00,2015-02-05 02:00,244,665708,3
2015-02-05 02:00,2015-02-05 03:00,218,383658,3
2015-02-05 03:00,2015-02-05 04:00,246,736712,4
2015-02-05 04:00,2015-02-05 05:00,416,3591421,5
2015-02-05 05:00,2015-02-05 06:00,375,1034679,5
2015-02-05 06:00,2015-02-05 07:00,550,1149348,15
2015-02-05 07:00,2015-02-05 08:00,540,2236769,10
2015-02-05 08:00,2015-02-05 09:00,640,1579752,34
2015-02-05 09:00,2015-02-05 10:00,616,2209210,17
2015-02-05 10:00,2015-02-05 11:00,638,2214038,16
2015-02-05 11:00,2015-02-05 12:00,758,2797030,14
2015-02-05 12:00,2015-02-05 13:00,701,2289342,16
2015-02-05 13:00,2015-02-05 14:00,492,1278088,14
2015-02-05 15:00,2015-02-05 16:00,1364,4512364,32
2015-02-05 16:00,2015-02-05 17:00,621,1508428,27
2015-02-05 17:00,2015-02-05 18:00,545,2549440,16
2015-02-05 18:00,2015-02-05 19:00,591,1253614,8
2015-02-05 19:00,2015-02-05 20:00,266,810087,18
2015-02-05 20:00,2015-02-05 21:00,477,872125,6
2015-02-05 21:00,2015-02-05 22:00,450,1162348,2
2015-02-05 22:00,2015-02-05 23:00,205,446420,7
2015-02-05 23:00,2015-02-06 00:00,258,1272969,4
2015-02-06 00:00,2015-02-06 01:00,295,618554,0
2015-02-06 01:00,2015-02-06 02:00,257,666867,0
2015-02-06 02:00,2015-02-06 03:00,305,550990,1
2015-02-06 03:00,2015-02-06 04:00,301,841731,0
2015-02-06 04:00,2015-02-06 05:00,406,1069638,4
2015-02-06 05:00,2015-02-06 06:00,254,832773,9
2015-02-06 06:00,2015-02-06 07:00,691,3352915,6
2015-02-06 07:00,2015-02-06 08:00,744,1745583,10
2015-02-06 08:00,2015-02-06 09:00,768,3436358,4
2015-02-06 09:00,2015-02-06 10:00,827,2886195,6
2015-02-06 10:00,2015-02-06 11:00,1005,2915516,2
2015-02-06 11:00,2015-02-06 12:00,1210,4012934,3
2015-02-06 12:00,2015-02-06 13:00,977,5498684,2
2015-02-06 13:00,2015-02-06 14:00,777,2955853,3
2015-02-06 14:00,2015-02-06 15:00,855,5262916,3
2015-02-06 15:00,2015-02-06 16:00,693,2758787,0
2015-02-06 16:00,2015-02-06 17:00,604,1868469,1
2015-02-06 17:00,2015-02-06 18:00,698,2898773,1
2015-02-06 18:00,2015-02-06 19:00,619,1974278,2
2015-02-06 19:00,2015-02-06 20:00,667,1584678,1
2015-02-06 20:00,2015-02-06 21:00,712,952113,1
2015-02-06 21:00,2015-02-06 22:00,428,974493,1
2015-02-06 22:00,2015-02-06 23:00,306,736447,2
2015-02-06 23:00,2015-02-07 00:00,141,338211,1
2015-02-07 02:00,2015-02-07 03:00,1,979,0
2015-02-07 04:00,2015-02-07 05:00,2,366,0
2015-02-07 05:00,2015-02-07 06:00,1,209,0
2015-02-07 07:00,2015-02-07 08:00,2,1394,0
2015-02-07 08:00,2015-02-07 09:00,3,5071,0
